306.8	300
311.82	300
318.11	300
325.75	300
334.78	300
345.26	300
357.25	300
370.71	300
385.59	300
401.8	300
419.18	300
437.57	300
456.79	300
476.63	300
496.87	300
517.32	300
537.77	300
558.02	306.8
577.86	311.82
597.12	318.11
615.66	325.75
633.35	334.78
650.1	345.26
665.86	357.25
680.6	370.71
694.28	385.59
706.9	401.8
718.46	419.18
729	437.57
738.54	456.79
747.16	476.63
754.89	496.87
761.8	517.32
767.94	537.77
773.36	558.02
778.11	577.86
782.24	597.12
785.81	615.66
788.88	633.35
791.5	650.1
793.72	665.86
795.55	680.6
797.02	694.28
798.17	706.9
799.03	718.46
799.63	729
799.98	738.54
800.1	747.16
800.01	754.89
799.72	761.8
799.23	767.94
798.55	773.36
797.68	778.11
796.64	782.24
795.44	785.81
794.09	788.88
792.58	791.5
790.88	793.72
789.01	795.55
786.98	797.02
784.81	798.17
782.49	799.03
780	799.63
777.36	799.98
774.56	800.1
771.62	800.01
768.55	799.72
765.35	799.23
762.02	798.55
758.58	797.68
755.02	796.64
751.34	795.44
747.52	794.09
743.57	792.58
739.48	790.88
735.25	789.01
730.87	786.98
726.35	784.81
721.67	782.49
716.81	780
711.74	777.36
706.45	774.56
700.91	771.62
695.12	768.55
689.06	765.35
682.7	762.02
676.04	758.58
669.04	755.02
661.71	751.34
654.04	747.52
646.06	743.57
637.77	739.48
629.19	735.25
620.36	730.87
611.31	726.35
602.1	721.67
592.81	716.81
583.51	711.74
574.29	706.45
565.22	700.91
556.36	695.12
547.78	689.06
539.52	682.7
531.64	676.04
524.19	669.04
517.2	661.71
510.7	654.04
504.68	646.06
499.15	637.77
494.08	629.19
489.48	620.36
485.33	611.31
481.6	602.1
478.26	592.81
475.29	583.51
472.65	574.29
470.29	565.22
468.21	556.36
466.39	547.78
464.8	539.52
463.42	531.64
462.21	524.19
461.15	517.2
460.21	510.7
459.36	504.68
458.6	499.15
457.92	494.08
457.29	489.48
456.68	485.33
456.05	481.6
455.42	478.26
454.8	475.29
454.19	472.65
453.54	470.29
452.84	468.21
452.08	466.39
451.28	464.8
450.44	463.42
449.54	462.21
448.54	461.15
447.46	460.21
446.33	459.36
445.15	458.6
443.91	457.92
442.58	457.29
441.18	456.68
439.75	456.05
438.29	455.42
436.8	454.8
435.26	454.19
433.67	453.54
432.04	452.84
430.38	452.08
428.72	451.28
427.04	450.44
425.35	449.54
423.67	448.54
422	447.46
420.34	446.33
418.68	445.15
417.01	443.91
415.35	442.58
413.71	441.18
412.08	439.75
410.48	438.29
408.9	436.8
407.32	435.26
405.73	433.67
404.12	432.04
402.52	430.38
400.97	428.72
399.43	427.04
397.91	425.35
396.37	423.67
394.82	422
393.24	420.34
391.66	418.68
390.08	417.01
388.51	415.35
386.96	413.71
385.42	412.08
383.9	410.48
382.39	408.9
380.91	407.32
379.43	405.73
377.97	404.12
376.53	402.52
375.11	400.97
373.72	399.43
372.35	397.91
370.99	396.37
369.63	394.82
368.27	393.24
366.9	391.66
365.54	390.08
364.21	388.51
362.9	386.96
361.58	385.42
360.22	383.9
358.83	382.39
357.44	380.91
356.06	379.43
354.69	377.97
353.31	376.53
351.95	375.11
350.61	373.72
349.31	372.35
348.02	370.99
346.73	369.63
345.44	368.27
344.18	366.9
342.97	365.54
341.78	364.21
340.62	362.9
339.48	361.58
338.36	360.22
337.26	358.83
336.19	357.44
335.15	356.06
334.13	354.69
333.17	353.31
332.26	351.95
331.42	350.61
329	349.31
326.58	348.02
324.17	346.73
321.75	345.44
319.33	344.18
316.92	342.97
314.5	341.78
312.08	340.62
309.67	339.48
307.25	338.36
304.83	337.26
302.42	336.19
300	300
306.8	300
311.82	300
318.11	300
325.75	300
334.78	300
345.26	300
357.25	300
370.71	300
385.59	300
401.8	300
419.18	300
437.57	300
456.79	300
476.63	300
496.87	300
517.32	300
537.77	306.8
558.02	311.82
577.86	318.11
597.12	325.75
615.66	334.78
633.35	345.26
650.1	357.25
665.86	370.71
680.6	385.59
694.28	401.8
706.9	419.18
718.46	437.57
729	456.79
738.54	476.63
747.16	496.87
754.89	517.32
761.8	537.77
767.94	558.02
773.36	577.86
778.11	597.12
782.24	615.66
785.81	633.35
788.88	650.1
791.5	665.86
793.72	680.6
795.55	694.28
797.02	706.9
798.17	718.46
799.03	729
799.63	738.54
799.98	747.16
800.1	754.89
800.01	761.8
799.72	767.94
799.23	773.36
798.55	778.11
797.68	782.24
796.64	785.81
795.44	788.88
794.09	791.5
792.58	793.72
790.88	795.55
789.01	797.02
786.98	798.17
784.81	799.03
782.49	799.63
780	799.98
777.36	800.1
774.56	800.01
771.62	799.72
768.55	799.23
765.35	798.55
762.02	797.68
758.58	796.64
755.02	795.44
751.34	794.09
747.52	792.58
743.57	790.88
739.48	789.01
735.25	786.98
730.87	784.81
726.35	782.49
721.67	780
716.81	777.36
711.74	774.56
706.45	771.62
700.91	768.55
695.12	765.35
689.06	762.02
682.7	758.58
676.04	755.02
669.04	751.34
661.71	747.52
654.04	743.57
646.06	739.48
637.77	735.25
629.19	730.87
620.36	726.35
611.31	721.67
602.1	716.81
592.81	711.74
583.51	706.45
574.29	700.91
565.22	695.12
556.36	689.06
547.78	682.7
539.52	676.04
531.64	669.04
524.19	661.71
517.2	654.04
510.7	646.06
504.68	637.77
499.15	629.19
494.08	620.36
489.48	611.31
485.33	602.1
481.6	592.81
478.26	583.51
475.29	574.29
472.65	565.22
470.29	556.36
468.21	547.78
466.39	539.52
464.8	531.64
463.42	524.19
462.21	517.2
461.15	510.7
460.21	504.68
459.36	499.15
458.6	494.08
457.92	489.48
457.29	485.33
456.68	481.6
456.05	478.26
455.42	475.29
454.8	472.65
454.19	470.29
453.54	468.21
452.84	466.39
452.08	464.8
451.28	463.42
450.44	462.21
449.54	461.15
448.54	460.21
447.46	459.36
446.33	458.6
445.15	457.92
443.91	457.29
442.58	456.68
441.18	456.05
439.75	455.42
438.29	454.8
436.8	454.19
435.26	453.54
433.67	452.84
432.04	452.08
430.38	451.28
428.72	450.44
427.04	449.54
425.35	448.54
423.67	447.46
422	446.33
420.34	445.15
418.68	443.91
417.01	442.58
415.35	441.18
413.71	439.75
412.08	438.29
410.48	436.8
408.9	435.26
407.32	433.67
405.73	432.04
404.12	430.38
402.52	428.72
400.97	427.04
399.43	425.35
397.91	423.67
396.37	422
394.82	420.34
393.24	418.68
391.66	417.01
390.08	415.35
388.51	413.71
386.96	412.08
385.42	410.48
383.9	408.9
382.39	407.32
380.91	405.73
379.43	404.12
377.97	402.52
376.53	400.97
375.11	399.43
373.72	397.91
372.35	396.37
370.99	394.82
369.63	393.24
368.27	391.66
366.9	390.08
365.54	388.51
364.21	386.96
362.9	385.42
361.58	383.9
360.22	382.39
358.83	380.91
357.44	379.43
356.06	377.97
354.69	376.53
353.31	375.11
351.95	373.72
350.61	372.35
349.31	370.99
348.02	369.63
346.73	368.27
345.44	366.9
344.18	365.54
342.97	364.21
341.78	362.9
340.62	361.58
339.48	360.22
338.36	358.83
337.26	357.44
336.19	356.06
335.15	354.69
334.13	353.31
333.17	351.95
332.26	350.61
331.42	349.31
329	348.02
326.58	346.73
324.17	345.44
321.75	344.18
319.33	342.97
316.92	341.78
314.5	340.62
312.08	339.48
309.67	338.36
307.25	337.26
304.83	336.19
302.42	300
300	300
306.8	300
311.82	300
318.11	300
325.75	300
334.78	300
345.26	300
357.25	300
370.71	300
385.59	300
401.8	300
419.18	300
437.57	300
456.79	300
476.63	300
496.87	300
517.32	300
537.77	306.8
558.02	311.82
577.86	318.11
597.12	325.75
615.66	334.78
633.35	345.26
650.1	357.25
665.86	370.71
680.6	385.59
694.28	401.8
706.9	419.18
718.46	437.57
729	456.79
738.54	476.63
747.16	496.87
754.89	517.32
761.8	537.77
767.94	558.02
773.36	577.86
778.11	597.12
782.24	615.66
785.81	633.35
788.88	650.1
791.5	665.86
793.72	680.6
795.55	694.28
797.02	706.9
798.17	718.46
799.03	729
799.63	738.54
799.98	747.16
800.1	754.89
800.01	761.8
799.72	767.94
799.23	773.36
798.55	778.11
797.68	782.24
796.64	785.81
795.44	788.88
794.09	791.5
792.58	793.72
790.88	795.55
789.01	797.02
786.98	798.17
784.81	799.03
782.49	799.63
780	799.98
777.36	800.1
774.56	800.01
771.62	799.72
768.55	799.23
765.35	798.55
762.02	797.68
758.58	796.64
755.02	795.44
751.34	794.09
747.52	792.58
743.57	790.88
739.48	789.01
735.25	786.98
730.87	784.81
726.35	782.49
721.67	780
716.81	777.36
711.74	774.56
706.45	771.62
700.91	768.55
695.12	765.35
689.06	762.02
682.7	758.58
676.04	755.02
669.04	751.34
661.71	747.52
654.04	743.57
646.06	739.48
637.77	735.25
629.19	730.87
620.36	726.35
611.31	721.67
602.1	716.81
592.81	711.74
583.51	706.45
574.29	700.91
565.22	695.12
556.36	689.06
547.78	682.7
539.52	676.04
531.64	669.04
524.19	661.71
517.2	654.04
510.7	646.06
504.68	637.77
499.15	629.19
494.08	620.36
489.48	611.31
485.33	602.1
481.6	592.81
478.26	583.51
475.29	574.29
472.65	565.22
470.29	556.36
468.21	547.78
466.39	539.52
464.8	531.64
463.42	524.19
462.21	517.2
461.15	510.7
460.21	504.68
459.36	499.15
458.6	494.08
457.92	489.48
457.29	485.33
456.68	481.6
456.05	478.26
455.42	475.29
454.8	472.65
454.19	470.29
453.54	468.21
452.84	466.39
452.08	464.8
451.28	463.42
450.44	462.21
449.54	461.15
448.54	460.21
447.46	459.36
446.33	458.6
445.15	457.92
443.91	457.29
442.58	456.68
441.18	456.05
439.75	455.42
438.29	454.8
436.8	454.19
435.26	453.54
433.67	452.84
432.04	452.08
430.38	451.28
428.72	450.44
427.04	449.54
425.35	448.54
423.67	447.46
422	446.33
420.34	445.15
418.68	443.91
417.01	442.58
415.35	441.18
413.71	439.75
412.08	438.29
410.48	436.8
408.9	435.26
407.32	433.67
405.73	432.04
404.12	430.38
402.52	428.72
400.97	427.04
399.43	425.35
397.91	423.67
396.37	422
394.82	420.34
393.24	418.68
391.66	417.01
390.08	415.35
388.51	413.71
386.96	412.08
385.42	410.48
383.9	408.9
382.39	407.32
380.91	405.73
379.43	404.12
377.97	402.52
376.53	400.97
375.11	399.43
373.72	397.91
372.35	396.37
370.99	394.82
369.63	393.24
368.27	391.66
366.9	390.08
365.54	388.51
364.21	386.96
362.9	385.42
361.58	383.9
360.22	382.39
358.83	380.91
357.44	379.43
356.06	377.97
354.69	376.53
353.31	375.11
351.95	373.72
350.61	372.35
349.31	370.99
348.02	369.63
346.73	368.27
345.44	366.9
344.18	365.54
342.97	364.21
341.78	362.9
340.62	361.58
339.48	360.22
338.36	358.83
337.26	357.44
336.19	356.06
335.15	354.69
334.13	353.31
333.17	351.95
332.26	350.61
331.42	349.31
329	348.02
326.58	346.73
324.17	345.44
321.75	344.18
319.33	342.97
316.92	341.78
314.5	340.62
312.08	339.48
309.67	338.36
307.25	337.26
304.83	300
302.42	300
300	300
306.8	300
311.82	300
318.11	300
325.75	300
334.78	300
345.26	300
357.25	300
370.71	300
385.59	300
401.8	300
419.18	300
437.57	300
456.79	300
476.63	300
496.87	300
517.32	306.8
537.77	311.82
558.02	318.11
577.86	325.75
597.12	334.78
615.66	345.26
633.35	357.25
