456.4	450
456.8	448.21
456.8	446.43
456.8	445.24
456.6	445.24
455.99	443.45
455.18	441.67
454.16	440.48
453.35	438.69
452.13	434.52
450.91	430.95
449.29	426.79
447.46	422.02
445.23	419.05
443.2	415.48
441.17	412.5
438.93	408.33
436.29	405.95
434.06	402.98
431.42	400.6
428.98	398.81
426.55	400.6
424.31	405.36
422.49	419.05
421.07	447.62
419.44	483.33
418.43	519.64
417.21	554.76
416.19	588.1
414.97	617.26
413.76	644.05
412.74	669.05
411.73	691.67
410.3	712.5
409.49	730.95
408.07	746.43
407.06	759.52
406.45	769.64
405.63	776.79
405.43	781.55
405.23	783.33
404.42	783.33
403.81	781.55
403.2	777.38
402.18	773.81
401.17	767.26
399.75	759.52
398.73	751.19
397.72	742.86
397.31	732.74
396.7	719.64
396.09	706.55
395.89	689.88
395.48	671.43
394.47	650
394.06	629.17
393.45	607.74
391.83	589.29
390.81	575
393.25	561.31
398.93	548.21
409.49	538.69
427.56	529.17
449.49	521.43
469.8	514.88
485.03	508.93
496.4	502.98
504.52	497.62
511.02	492.86
516.09	487.5
520.15	482.14
522.99	479.17
523.6	476.79
523.2	475
521.17	474.4
519.14	473.81
517.51	473.81
515.28	472.62
513.45	472.02
511.83	472.02
510.41	471.43
509.19	471.43
507.97	469.64
507.16	469.05
506.35	467.26
505.53	464.29
505.13	462.5
504.52	459.52
503.91	458.93
502.89	455.36
500.86	452.98
497.61	451.79
491.52	450
482.99	449.4
474.06	446.43
467.56	445.24
465.53	442.86
468.78	440.48
471.42	438.1
473.05	435.71
474.47	433.33
475.28	430.36
475.28	426.79
474.06	424.4
472.84	421.43
471.02	419.64
468.78	416.67
466.55	414.29
464.52	410.12
462.49	407.14
460.66	405.36
459.04	402.38
456.8	400
454.97	396.43
452.94	394.64
450.91	391.07
448.48	388.69
446.04	386.9
443.81	388.1
441.37	392.26
439.54	403.57
437.31	431.55
435.08	467.26
433.05	504.76
431.42	541.07
430	573.81
428.98	604.76
427.97	630.95
426.55	655.36
425.53	676.79
424.31	695.83
423.3	714.29
422.69	729.17
421.68	742.86
421.27	754.76
420.46	764.29
419.64	769.64
418.63	772.02
417.21	771.43
416.19	768.45
415.18	762.5
414.16	755.36
412.74	747.62
411.32	738.69
409.9	729.17
409.49	719.64
409.09	708.33
408.68	695.83
408.68	682.14
408.68	667.26
408.88	648.21
408.88	628.57
409.09	607.14
409.7	586.31
408.88	567.26
407.87	551.19
408.68	536.9
413.55	524.4
421.07	512.5
432.64	502.38
452.94	493.45
476.9	485.71
495.79	478.57
509.19	473.81
519.14	469.05
526.85	464.29
532.54	460.12
537.21	456.55
541.27	452.38
544.52	448.21
546.95	443.45
548.38	440.48
549.39	438.69
549.59	436.9
550	438.69
549.39	440.48
548.58	441.07
548.17	442.86
548.17	443.45
548.38	441.67
548.38	440.48
548.38	436.31
547.56	433.33
546.75	430.36
545.33	427.38
544.11	426.19
542.89	424.4
541.27	423.81
538.83	422.62
535.58	421.43
530.51	419.64
522.99	418.45
512.44	416.67
501.68	414.29
494.16	411.9
490.51	409.52
493.35	407.14
496.4	405.36
497.61	402.38
498.43	400.6
498.43	397.62
497.41	395.83
495.79	393.45
493.55	391.07
491.52	389.29
489.7	386.9
487.46	385.12
485.23	383.33
483.2	381.55
481.17	378.57
479.54	376.19
477.72	373.81
475.69	370.83
473.65	367.26
471.62	366.67
469.8	365.48
467.36	365.48
465.13	365.48
462.69	367.26
460.46	370.24
457.41	381.55
454.97	405.36
452.13	439.88
449.9	477.98
447.46	514.88
445.43	550
443.2	581.55
441.57	611.31
440.36	637.5
438.93	661.31
437.31	681.55
436.29	699.4
435.48	714.29
434.47	726.19
433.25	735.71
432.44	743.45
431.62	748.21
430.61	750
429.19	750.6
427.77	748.81
426.14	745.83
424.31	740.48
421.88	733.93
420.05	726.19
418.63	716.67
417.21	707.14
416.8	695.83
415.99	683.33
415.38	669.05
415.18	652.98
414.97	633.93
413.55	613.1
411.73	592.26
412.13	569.64
416.4	551.19
424.31	535.71
438.93	521.43
460.46	509.52
482.79	498.81
500.66	490.48
513.86	481.55
524.01	472.62
531.52	464.88
536.6	457.74
541.27	450
544.52	444.05
546.35	438.69
